# x, y
1.049304e+00,-1.416520e-01
8.660992e-01,-3.614178e+00
5.511346e-01,6.844930e+00
1.728078e+00,1.475264e+01
-6.492881e-01,6.887815e-01
-4.784196e-01,-1.181537e+00
1.077885e+00,2.812289e+00
9.688103e-01,1.174461e+01
-8.093448e-01,5.006893e+00
-1.237389e+00,5.259174e-01
1.860117e+00,4.571433e+00
-3.083192e-01,-4.186689e+00
7.829706e-01,4.434729e+00
2.152345e-02,7.412061e+00
7.156638e-01,1.114589e+01
1.401467e+00,7.928961e+00
-1.127502e+00,-1.612420e+00
1.655818e+00,-1.938010e-01
1.400961e+00,4.086524e-01
2.019901e-01,3.536686e-01
-9.648636e-01,3.283640e+00
1.044589e+00,2.028677e+00
-4.310507e-01,2.476842e+00
-4.973195e-01,-2.077244e+00
-5.911742e-02,5.006526e+00
-1.114605e+00,-2.173154e+00
-1.226998e+00,-4.707939e+00
-1.410088e+00,-4.865216e+00
1.310861e+00,3.249696e+00
-5.174421e-01,-1.992645e+00
-1.665814e-02,2.770676e+00
4.691723e-01,1.017965e+01
7.767781e-01,1.476579e+00
-1.884698e+00,-4.366874e+00
-1.275873e-01,-1.392998e+00
-5.193174e-01,-1.765005e-01
7.351432e-01,4.325461e+00
1.346851e+00,8.868607e+00
5.502551e-01,3.932184e+00
-2.290512e-01,3.299198e+00
6.612316e-01,3.756918e+00
-5.363685e-01,3.439305e+00
-4.819444e-01,2.047336e+00
3.127236e-01,2.269669e+00
-3.121839e+00,-1.580644e+01
-1.358477e+00,-1.295586e-01
-1.426382e-01,-3.660085e+00
-2.169969e-01,4.491224e+00
-3.286800e-02,2.128797e-01
1.832145e+00,4.743440e+00
3.523598e-01,5.881620e+00
2.366451e-01,3.555259e+00
1.478548e+00,-2.509986e+00
1.554307e+00,-2.533940e+00
-1.110609e+00,-6.289068e-01
8.237886e-01,8.471162e+00
6.652747e-01,1.959530e+00
7.147664e-01,5.703413e+00
-1.230787e+00,-2.080292e-01
2.095402e+00,5.843923e+00
-6.032195e-01,5.389817e+00
1.613553e+00,8.570251e+00
-2.539841e-01,-2.029199e+00
-1.515879e+00,-5.752515e+00
-1.172265e-01,-9.870629e-01
4.954284e-01,-9.302847e-01
-7.025908e-01,2.364636e-01
3.950695e-01,2.991004e+00
-1.123279e+00,2.711785e+00
-1.715555e+00,-4.889767e+00
-2.711051e-01,5.933232e+00
8.624074e-02,-6.795726e-01
-1.090471e+00,1.399142e+00
1.125430e-01,1.930007e+00
-9.536445e-01,-8.172864e-01
5.022319e-02,-3.164480e+00
-4.831606e-01,-1.788136e+00
1.333903e+00,2.562927e+00
4.801881e-01,2.473756e+00
-7.497267e-01,-7.272899e-01
-1.320777e+00,-2.438894e+00
3.322316e-01,4.252103e+00
-2.666083e-01,2.768263e-01
6.362020e-01,2.732006e+00
-1.118315e+00,-2.938544e-01
2.645452e-01,-5.495299e+00
9.305941e-02,3.834437e-01
-1.196198e+00,-6.987728e+00
-8.989278e-01,1.035391e+00
-4.539672e-02,2.233579e+00
-5.971676e-01,2.162541e+00
1.561915e-02,6.759200e+00
-6.071839e-01,3.675812e+00
7.214008e-01,9.298769e+00
4.642777e-01,-1.241556e+00
8.265594e-01,-1.139809e+01
9.301203e-02,5.538373e+00
-2.262283e+00,-6.145365e+00
9.907236e-01,7.980751e-01
-1.273816e+00,1.464093e+00
-1.387737e+00,-4.177503e+00
1.552208e-01,5.114719e-01
7.367248e-02,-4.358263e+00
1.029148e+00,5.443755e+00
-6.603816e-01,2.986380e+00
-6.188706e-01,-1.422964e+00
-1.895370e-01,6.008667e+00
-5.460351e-01,2.769365e+00
1.625805e+00,1.145834e+00
-1.025458e-01,1.412611e+00
-1.430004e+00,-8.800412e+00
8.753830e-01,5.269011e+00
-1.517392e-01,3.709815e+00
-3.699691e-01,-5.979777e+00
1.398362e-02,8.386779e-01
-8.166798e-02,1.573712e+00
1.092477e+00,8.398077e+00
